"name","city","review_count","elite_reviews","avg_rating"
"Sizzler","Sparks","136","29","2.93"
"Sonny's BBQ","Palm Harbor","111","29","3.44"
"Spice Rack","Bensalem","172","29","4.24"
"Storming Crab - Kirkwood","Kirkwood","152","29","3.91"
"Studio Movie Grill","Upper Darby","209","29","2.37"
"Suki Sushi","Brentwood","141","29","4.16"
"Sushi Garden","Edmonton","84","29","2.92"
"T N Crab Shack","Tampa","78","29","3.92"
"Taco & Burrito Place","Indianapolis","90","29","4.49"
"Taco Bell","Clearwater","126","29","2.36"
"Tacos Don Roge","Carpinteria","176","29","3.88"
"Tara's Roti Shop","Tampa","129","29","3.66"
"Thai Lanna","Avon","108","29","4.00"
"The Dog House","New Castle","148","29","4.14"
"The Enerjuicer","Tampa","133","29","3.62"
"The Growler Guys","Reno","78","29","4.15"
"The Horn","Nashville","130","29","4.89"
"The Patio","Southwest Tampa","79","29","3.43"
"The Social","West Chester","190","29","3.89"
"The Stellar Hog","Saint Louis","154","29","4.58"
"Three Canyon Beer and Wine Garden","Tucson","112","29","3.68"
"Tijuana Flats","Oldsmar","103","29","3.60"
"Tijuana Flats","Pinellas Park","65","29","4.02"
"Toki Sushi","Tampa","108","29","4.14"
"Tom Jones Family Restaurant","Brookhaven","121","29","3.31"
"Tonelli's Pizza Pub","Horsham","216","29","3.48"
"Trilly Cheesesteaks","New Orleans","117","29","4.22"
"Tropical Smoothie Cafe","Carmel","53","29","3.92"
"Try Wine","St. Petersburg","79","29","4.56"
"Uncle Ed's Restaurant","Edmonton","61","29","4.23"
"Uno Pizzeria & Grill","Oaks","149","29","3.20"
"Vivola Express","Saint Louis","159","29","4.64"
"Wasabi Sushi Bar","Fairview Heights","143","29","3.30"
"Washington Crossing Inn","Washington Crossing","149","29","3.78"
"Wild Rover Brewing Company","Tampa","132","29","4.24"
"Wok-Inn Noodle","Boise","163","29","3.94"
"Woofies","Overland","90","29","3.88"
"Yianni's Cafe and Grill","Tarpon Springs","182","29","3.17"
"Yuki Sushi Japanese Cuisine","Newtown Square","118","29","3.98"
"Zaika","Philadelphia","190","29","4.18"
"Zaxby's Chicken Fingers & Buffalo Wings","Greenwood","81","29","2.93"
"Zoes Kitchen","Willow Grove","135","29","3.67"
"21st Street Brewer's Bar","Saint Louis","89","28","4.48"
"Acropol Inn Restaurant","Clearwater","101","28","4.25"
"Altamiranos Restaurant","Goleta","129","28","3.98"
"Andorra Ping Pong","Philadelphia","130","28","4.23"
"Anthony's Coal Fired Pizza","Wilmington","164","28","3.58"
"Applebee's Grill + Bar","St. Petersburg","162","28","2.14"
"August Rhodes Bakery","Tucson","92","28","4.62"
"Bar Redux","New Orleans","109","28","4.24"
"Barnfire Mesquite Grill","Tucson","134","28","3.09"
"Barro's Pizza","Marana","127","28","3.67"
"Beef 'O' Brady's","Riverview","103","28","2.72"
"Big Pie Pizza","New Orleans","207","28","2.91"
"Big Woody's BBQ","St Charles","191","28","4.31"
"Bistro Daisy","New Orleans","119","28","4.43"
"Boccella's Deli","Havertown","116","28","4.36"
"Boulevard American Bistro","Elmwood","90","28","3.97"
"Brasa Churrasqueria","Metairie","106","28","4.08"
"Brick & Brew Gastropub - Malvern","Malvern","203","28","3.69"
"Brother Z's Wangs","Nashville","123","28","4.57"
"Bubb's Grub","Catalina","211","28","3.74"
"Cafe Minh","New Orleans","108","28","3.65"
"Cafe Mozart","Saint Petersburg","82","28","4.23"
"Cajun Kate's","Boothwyn","143","28","4.77"
"Cajun Kitchen Cafe","Goleta","114","28","4.12"
"Campus Corner Pizza","Villanova","107","28","3.93"
"Capriotti's Sandwich Shop","Sparks","148","28","3.76"
"Caracara Asian Tapas + Tacos","Dunedin","126","28","4.56"
"Carl's Jr","Edmonton","80","28","3.10"
"Carmelita's Mexican Restaurant","Pinellas Park","90","28","3.10"
"Carniceria La Chiquita Meat Market & Deli","Reno","81","28","4.23"
"Carrabba's Italian Grill","Franklin","129","28","3.29"
"Casa Juarez Mexican Town","Maryland Heights","129","28","3.50"
"Cass Street Deli","Tampa","102","28","3.83"
"Cathy's Kitchen","Ferguson","199","28","4.15"
"Charlie Gitto's","Maryland Heights","88","28","3.28"
"Chateau West","Nashville","166","28","3.77"
"Checkered Flag Tavern","Indianapolis","102","28","4.14"
"Cheeburger Cheeburger","Oaks","131","28","3.12"
"Chicago Beef And Dog Company","Indianapolis","111","28","4.62"
"Chicken Salad Chick","Palm Harbor","132","28","4.15"
"Chili's","Franklin","132","28","2.11"
"China Spring","Nashville","162","28","3.85"
"China Wok","Indianapolis","130","28","3.55"
"Chipotle Mexican Grill","Kirkwood","127","28","2.69"
"Ciao Pizza","Philadelphia","67","28","3.67"
"Cinco De Mayo Mexican restaurant - Brentwood","Brentwood","126","28","3.61"
"Cody's Original Roadhouse","Tarpon Springs","161","28","3.06"
"Coffee Junkiez Pizza Junkiez","Indianapolis","95","28","4.33"
"Commodore Restaurant","Edmonton","67","28","3.96"
"Cool Mo's Coffee","Tampa","108","28","4.42"
"Courtyard by Marriott St Petersburg Downtown","St. Petersburg","61","28","3.08"
"Culver's","St. Louis","69","28","3.61"
"Dado's Cafe","Saint Louis","93","28","3.99"
"Dimartino's Famous New Orleans Muffulettas","New Orleans","73","28","3.84"
"Ding Tea Tampa","Tampa","68","28","4.49"
"Dominic's Restaurant","Saint Louis","132","28","4.18"
"Dooley O'Toole's","Carmel","87","28","3.91"
"Doson Noodle House","New Orleans","98","28","3.46"
"Du Jour Commerce Square","Philadelphia","58","28","3.10"
"Dump-N-Roll","Philadelphia","176","28","4.49"
"Dusit Thai Restaurant","Hermitage","127","28","3.56"
"eHotPot","Tucson","71","28","4.44"
"Einstein Bros. Bagels","Franklin","121","28","2.73"
"El Paisano Taqueria y Pupuseria","Sparks","88","28","3.82"
"El Rodeo 22","Whitestown","78","28","3.46"
"Famous Greek Salads","Clearwater","131","28","4.50"
"Ferry Market","New Hope","73","28","4.42"
"Fifendekel","Edmonton","72","28","3.47"
"Fionn MacCool's Irish Pub","Edmonton","72","28","2.97"
"First Watch","Lutz","116","28","3.41"
"Fo Cheezy Twisted Meltz","St. Pete Beach","157","28","4.63"
"Folcroft Diner","Folcroft","131","28","4.15"
"Garrison","Indianapolis","66","28","3.91"
"George's Sandwich Shop","Philadelphia","95","28","3.99"
"Georgian Bread Cuisine","Philadelphia","85","28","4.31"
"Gia Nina's Pizza","Woodbury","170","28","4.28"
"Goldy's Corner","Boise","69","28","4.00"
"Gulf Coast Sourdough & Wild Yeast Breads","Tampa","74","28","4.80"
"Hanks Supermarket","New Orleans","80","28","3.53"
"Happy Wok","Tucson","141","28","4.02"
"Healthy Garden Cafe","Moorestown","147","28","3.77"
"High Point Cafe","Philadelphia","120","28","4.13"
"Hoss Bar & Grill","Fishers","52","28","3.90"
"Hulmeville Inn","Hulmeville","112","28","4.03"
"Impastato's Restaurant","Metairie","136","28","3.45"
"Inn of the Hawke","Lambertville","162","28","3.57"
"Ioannoni's Bullroasters","New Castle","194","28","4.47"
"Italia Mia","Saint Petersburg","167","28","4.05"
"Joanie's To Go","Saint Louis","64","28","3.75"
"Joe's Next Door","Carmel","59","28","4.75"
"JOEY Mayfield","Edmonton","72","28","4.01"
"Kabuki Sushi & Thai","Ballwin","156","28","3.66"
"Koi Sushi & Thai","Franklin","165","28","3.92"
"L & M Bakery","Delran","144","28","4.32"
"La Pollera Colorada","Clearwater","175","28","4.42"
"LaScala's Birra","Pennsauken Township","129","28","3.82"
"Lau Kee Restaurant","Philadelphia","83","28","4.46"
"Little Caesars Pizza","Tucson","174","28","2.03"
"Loco Ono","Sparks","56","28","4.41"
"Los Amigos Dos","Dunedin","124","28","4.26"
"Los Sarapes Horsham Mexican Cuisine Margarita and Tequila Bar","Ambler","200","28","3.91"
"Los Vallarta Mexican Restaurant","Wesley Chapel","150","28","3.21"
"M.O.M.'s  Maxwell's on Main","Doylestown","240","28","3.50"
"Madre - Boutique Taqueria","Boise","146","28","4.46"
"Mama's Famous Pizza & Heroes","Tucson","106","28","2.75"
"Margaret Kuo's Wayne","Wayne","190","28","3.62"
"Martabak Ok","Philadelphia","79","28","4.32"
"Mays Alreem Usa Pita House","Temple Terrace","131","28","4.51"
"McDonald's","Santa Barbara","174","28","2.26"
"McDonald's","Sparks","184","28","2.03"
"Megu Sushi & Hibachi","Cherry Hill","127","28","3.54"
"Mike Duffy's Pub & Grill","Saint Louis","92","28","3.41"
"Miller's Ale House - Cool Springs","Franklin","130","28","3.68"
"Mity Nice Cafe","Clearwater","116","28","3.85"
"Mongolian BBQ","Boise","109","28","3.95"
"Mott & Hester Deli","Tampa","70","28","4.09"
"Mr. Bubbles Cafe","New Orleans","64","28","4.31"
"Murphys Craft House","Indianapolis","143","28","3.25"
"New York Bagel & Bean","Tampa","113","28","4.49"
"Newportville Inn","Newportville","113","28","4.00"
"Nina's Waffles & Ice Cream","Doylestown","118","28","4.11"
"Oki Sushi","Lansdale","172","28","3.84"
"Olga's Diner","Marlton","143","28","3.20"
"Olive and Sinclair Chocolate","Nashville","58","28","4.41"
"Opa Taverna","West Chester","220","28","4.34"
"Outback Steakhouse","Springfield","157","28","2.77"
"Paganos Market and Bar","Philadelphia","79","28","2.91"
"Palermo's","Bordentown","170","28","4.04"
"Palm Court Jazz Cafe","New Orleans","101","28","3.71"
"Palm Tree Market","Philadelphia","88","28","4.31"
"Paradeco Coffee Roasters","St. Petersburg","76","28","4.57"
"PDQ Clearwater","Clearwater","86","28","3.53"
"Pei Wei","Brentwood","122","28","2.44"
"Pho Kitch'n","Norristown","167","28","3.67"
"Pho Long Restaurant - South City","St. Louis","94","28","4.29"
"Pho Orchid Express","Metairie","75","28","4.07"
"Pirates Pub & Grub","Madeira Beach","151","28","3.95"
"Pizza Box","Glenside","131","28","3.98"
"Pizza Plus","Reno","130","28","3.36"
"Poke Island","Pinellas Park","145","28","4.79"
"Pokeworks","Metairie","103","28","3.95"
"Pollo Tropical","Oldsmar","88","28","2.69"
"Public Service","New Orleans","106","28","3.58"
"Quality Taste Jamaican Restaurant","Philadelphia","116","28","3.99"
"QuikTrip","St Louis Downtown","66","28","3.50"
"Rally's","New Orleans","101","28","2.19"
"Red Robin Gourmet Burgers and Brews","Mount Juliet","102","28","2.96"
"Red Robin Gourmet Burgers and Brews","St. Petersburg","135","28","2.90"
"Reggae Reggae Vibes","Philadelphia","138","28","4.07"
"Rex Pizza & Beer","Philadelphia","112","28","3.04"
"Rib Shack Barbecue","Eagle","161","28","4.06"
"Rice Contemporary Asian Cuisine","Eagle","164","28","3.44"
"Ristorante Aroma","Philadelphia","144","28","4.51"
"Romano's Pizzeria","Essington","154","28","3.82"
"Ruby Buffet","Cherry Hill","157","28","2.53"
"Russo's New York Pizzeria - Clearwater","Clearwater","219","28","3.44"
"Rusty's Pizza Parlor","Goleta","142","28","2.76"
"Sabor A Mexico","Brandon","200","28","3.33"
"Sam's Sports Grill","Hendersonville","132","28","3.58"
"Sangiovese - Fishers District","Fishers","59","28","4.17"
"Sanook Thai Cuisine","Haddonfield","161","28","4.29"
"Semenza's Pizzeria","Reno","120","28","3.66"
"Shooter's Steakhouse and Saloon","Tucson","93","28","3.38"
"Spitfire Pizza","Boise","201","28","4.35"
"Spring Garden Restaurant","Philadelphia","89","28","3.91"
"Spudnuts Donuts","Santa Barbara","100","28","3.50"
"Starbucks","Franklin","75","28","2.68"
"Subway","St Louis","150","28","2.33"
"Sulimay's Restaurant","Philadelphia","109","28","4.07"
"T'asia Sushi Bar & Thai Cuisine","Pinellas Park","137","28","4.25"
"Tacos Pipeye","Santa Barbara","175","28","4.58"
"Tacos Y Mariscos El Amigo","Nashville","74","28","4.18"
"Taffy's Pizza","Santa Barbara","198","28","3.85"
"Taqueria Sanchez","Metairie","65","28","3.88"
"Taqueria Y Raspados Jason","Tucson","70","28","4.30"
"Tavern On Main","Belleville","143","28","3.79"
"Texas Roadhouse","Arnold","134","28","3.75"
"Texas Roadhouse","Kirkwood","127","28","3.45"
"Thai Coconut and Sushi","Clearwater","167","28","3.59"
"Thanh Thanh Oriental Noodle House","Edmonton","79","28","4.15"
"The Basement East","Nashville","65","28","3.95"
"The Brunchery","Tampa","88","28","4.06"
"The Cake Girl","Tampa","98","28","4.43"
"The Coachman Restaurant And Lounge","Plainfield","127","28","3.27"
"The Donut Stop","Saint Louis","101","28","4.74"
"The Habit Burger Grill","Cherry Hill","106","28","4.04"
"The Jelly Donut","Reno","71","28","3.58"
"The Night Kitchen","Philadelphia","196","28","4.25"
"The Radnor Hotel","Wayne","109","28","3.25"
"The Rez Grill - Seminole Hard Rock Tampa","Tampa","96","28","3.89"
"The Rusty Lyon","Dunedin","153","28","3.85"
"Tiffin Elkins Park","Elkins Park","159","28","3.23"
"Tokyo","Tampa","159","28","3.67"
"Tony's Pizzeria Teatro","Boise","150","28","4.42"
"Toot's Restaurant","Smyrna","104","28","3.13"
"Trattoria Toscana","Saint Louis","155","28","4.10"
"Tri-County Produce Co","Santa Barbara","95","28","4.20"
"Tropical Ice Cream & Coffee","Indian Rocks Beach","95","28","4.36"
"Tropical Smoothie Cafe","Brandon","153","28","2.45"
"Ubon Thai Cuisine","Wilmington","207","28","3.38"
"Uno Pizzeria & Grill","Southport","82","28","3.49"
"Vampire Penguin","Seminole","80","28","4.70"
"Vegan Wit A Twist","New Orleans","130","28","4.35"
"Vic's Sushi Rosemont","Bryn Mawr","80","28","4.31"
"Walt Whitman Service Area","Cherry Hill","67","28","2.24"
"Washoku Bistro","Edmonton","85","28","4.16"
"Wendy's","Edmonton","89","28","2.28"
"Westside Drive-In","Boise","102","28","3.22"
"Wild Child Restaurant & Cocktail Bar","St. Petersburg","107","28","4.65"
"Your Mom's Place","Phoenixville","155","28","4.43"
"Yummi Tummi","Saint Louis","168","28","4.41"
"20 Shekels Bread","Clearwater","82","27","4.85"
"51 North Taproom","Nashville","97","27","4.29"
"8 Block Kitchen & Bar","New Orleans","52","27","3.06"
"Amish Country Market At The Feed Mill","Nolensville","71","27","4.25"
"Amore Bakery and Cafe","Gretna","74","27","4.57"
"An Chay","Edmonton","56","27","4.70"
"Aussie Grill","Lutz","77","27","3.99"
"Baldini's Casino","Sparks","119","27","3.01"
"Bar Sovereign","Nashville","103","27","4.34"
"Barbara's Home Cookin","Franklin","114","27","4.23"
"Barcelona Tapas","New Orleans","119","27","4.32"
"Bawarchi Biryani Point","Franklin","156","27","3.96"
"Bell's Market","Philadelphia","99","27","3.94"
"Bellacino's Pizza & Grinders","Saint Louis","109","27","3.58"
"Belleair Coffee Company","Belleair Bluffs","94","27","4.66"
"Best Western Royal Sun Inn & Suites","Tucson","117","27","3.51"
"Best Wok Chinese","Nashville","105","27","3.53"
"Big Storm Brewery - Odessa","Odessa","87","27","4.31"
"Bomb Bomb","Philadelphia","110","27","4.07"
"Bonefish Grill","Newtown Square","164","27","3.58"
"Braddock's","Medford","177","27","4.03"
"Bridgeport Rib House","Bridgeport","140","27","3.54"
"Buen Provecho","Hamilton","234","27","4.31"
"Bul Go Gi House","Edmonton","69","27","3.86"
"Bull Market Tampa","Tampa","90","27","4.50"
"BurgerBarr","Sewell","224","27","4.46"
"Cafe SiTALY","Wilmington","182","27","4.36"
"Cantina Los Tres Hombres","Sparks","96","27","2.79"
"Caravan Grill","Tucson","114","27","4.40"
"Carlino's Market","West Chester","144","27","4.26"
"Carrabba's Italian Grill","Hendersonville","128","27","3.55"
"Carrabba's Italian Grill","Maple Shade","107","27","3.50"
"Catch 22 Craft Kitchen and Tap House - Mt Juliet","Mount Juliet","201","27","4.14"
"CC's Coffee House","Metairie","75","27","3.43"
"Cherry's Bar & Grill","Tampa","138","27","4.18"
"Chevys Fresh Mex","St. Louis","83","27","3.28"
"Chicago's Pizza With A Twist - Reno, NV","Reno","145","27","4.28"
"Chick-fil-A","Greenwood","64","27","4.36"
"Chili's","King of Prussia","125","27","2.75"
"China King","Indianapolis","106","27","3.30"
"China Palace","Santa Barbara","207","27","3.61"
"Chinese Hot Pot Buffet","Edmonton","54","27","4.30"
"Chloe’s Corner","Philadelphia","57","27","4.23"
"Chops Restaurant & Bar","Philadelphia","99","27","3.27"
"Chuy's Mesquite Broiler","Tucson","87","27","2.89"
"Cilantro Mexican Grill","Nashville","164","27","3.16"
"Cily Chicken Rice","Philadelphia","69","27","4.49"
"Club House Diner","Bensalem","143","27","2.38"
"Coco's Bakery Restaurant","Tucson","91","27","2.80"
"Confluence Kombucha","St. Louis","89","27","4.70"
"Corner Pub Bellevue","Nashville","83","27","3.24"
"Cracker Barrel Old Country Store","Fenton","95","27","3.15"
"Cracker Barrel Old Country Store","Shiloh","88","27","3.26"
"Cracker Barrel Old Country Store","Valrico","105","27","3.69"
"Crazy Bowls & Wraps","Creve Coeur","90","27","3.43"
"Daddy's Dogs - Nations","Nashville","87","27","4.54"
"Del Mar Gastro Lounge","St. Petersburg","113","27","3.50"
"Demos' Restaurant","Hendersonville","149","27","3.24"
"Desmond Hotel Malvern, a DoubleTree by Hilton","Malvern","88","27","3.08"
"Dickey's Barbecue Pit","St. Petersburg","127","27","4.00"
"Dolce & Caffè","Philadelphia","112","27","4.60"
"Dominic's Tavern","Bellmawr","156","27","3.78"
"Donatos Pizza","Nashville","127","27","3.24"
"Drinker's Tavern","Philadelphia","64","27","3.30"
"Duke's","Nashville","90","27","3.99"
"El Huarache Azteca","Clearwater","134","27","4.04"
"El Indio","Saint Louis","110","27","3.57"
"El Rey de Oros","Hatboro","156","27","4.30"
"El Tapatio #2","Nashville","92","27","4.07"
"Embassy Suites by Hilton Nashville South Cool Springs","Franklin","91","27","3.32"
"Erin Pub","Norwood","164","27","3.84"
"Field House Pub & Grill","Saint Louis","89","27","3.21"
"Fiesta Taqueria","Largo","129","27","4.56"
"Fire Chicken","St. Louis","92","27","4.63"
"Firehouse Subs","Nashville","90","27","3.44"
"Fit-Flavors","Saint Louis","71","27","4.21"
"FlameStone American Grill","New Port Richey","172","27","3.82"
"Flying Pie Pizzaria","Meridian","163","27","3.25"
"Frank & Helen's Pizzeria","University City","140","27","3.76"
"Frank Papa's Ristorante","Brentwood","109","27","4.27"
"Frankie's Fellini Cafe","Berwyn","219","27","3.74"
"Fray's Donut House","Saint Petersburg","64","27","4.33"
"Gigi and Big R","Philadelphia","82","27","3.79"
"Golden Bear","Largo","125","27","4.46"
"Golden Bowl","Ardmore","136","27","3.76"
"Great American Bagel","Saint Louis","54","27","2.33"
"Green Tea","New Orleans","120","27","3.02"
"Grille One Nine","New Port Richey","150","27","3.71"
"Happy Rooster Cafe","Tucson","97","27","3.43"
"Havertown Grille","Havertown","123","27","4.15"
"Hawthorne Bottle Shoppe","Saint Petersburg","68","27","4.38"
"Hibachi Grill & Supreme Buffet","Cinnaminson","147","27","2.88"
"Hmart","Levittown","83","27","3.89"
"Home Plate Grill","Goleta","239","27","4.57"
"Honky Tonk - The Twelve Thirty Club","Nashville","112","27","4.00"
"Hooters","Madeira Beach","135","27","2.36"
"House Of Gyros","Nashville","125","27","4.61"
"Hungry Harry's Famous Bar-B-Que","Seffner","159","27","3.84"
"Igor's Buddha Belly Bar & Grill","New Orleans","57","27","3.51"
"IHOP","Blue Bell","97","27","2.55"
"Independence Prime","Philadelphia","109","27","3.32"
"iPho Vietnamese Restaurant","Philadelphia","153","27","3.50"
"Jack's Bistro & Famous Bagels","Carpinteria","211","27","3.45"
"JB's Pour House","Hermitage","248","27","3.58"
"Jiallo's","Indianapolis","88","27","4.20"
"Jim's Steaks","Springfield","105","27","2.92"
"Jimmy Guana's","Indian Rocks Beach","172","27","3.17"
"Jimmy John's","Boise","145","27","3.02"
"Jimmy John's","Metairie","81","27","3.46"
"Joe Bob's Chicken Joint","Sparks","137","27","2.93"
"Joellas's Hot Chicken - Largo","Largo","130","27","3.09"
"JOEY Bell Tower","Edmonton","67","27","3.93"
"Johnny's Hots","Philadelphia","98","27","4.36"
"Joia Fabulous Pizza & Martini Bar","Riverview","189","27","3.41"
"Kibrom's Restaurant","Boise","177","27","4.63"
"King Siam Thai Cuisine","Nashville","127","27","4.76"
"Kinsey's Italian Cafe","McCordsville","87","27","4.06"
"Kiss Of Smoke BBQ","Tucson","98","27","4.64"
"Kohn's Kosher Meat & Deli","Saint Louis","86","27","4.02"
"Kouzina Cafe Gyros and Subs","Nashville","124","27","4.44"
"Kumo Asian Bistro","North Wales","135","27","3.84"
"Kyoto Japanese Cuisine","Edmonton","59","27","3.54"
"La Catrina","St. Louis","177","27","3.87"
"La Ronde Revolving Restaurant","Edmonton","79","27","3.76"
"Lancers Diner","Horsham","171","27","3.44"
"langhorne speedway diner","Middletown","141","27","2.91"
"LaSpada's Pizzeria","Plainfield","114","27","4.63"
"Le Bayou","New Orleans","152","27","3.59"
"Lochel's Bakery","Hatboro","141","27","3.70"
"Los Arcos","Nashville","95","27","2.91"
"Los Nopales Mexican Restaurant","Tucson","121","27","4.36"
"Louie's Pizza and Italian Restaurant","Meridian","153","27","3.50"
"Main Event Newark","Newark","143","27","2.36"
"Manam Indian Cuisine","Malvern","184","27","3.97"
"Manolito","New Orleans","146","27","4.69"
"Maple Street Biscuit Company","Nashville","135","27","4.61"
"Match Eatery & Public House","Edmonton","65","27","2.74"
"Mawi Tortillerias","Metairie","52","27","4.71"
"McCloskey's Tavern","Ardmore","145","27","4.07"
"Memphis Blues Barbeque House","Edmonton","148","27","3.20"
"Mi Pais","Malvern","177","27","4.75"
"MOD Pizza","Oro Valley","125","27","4.05"
"Mr Crab","Reno","108","27","3.87"
"Naf Naf Grill","Indianapolis","54","27","4.54"
"Nagwon Garden","Upper Darby","78","27","3.60"
"New China","New Orleans","104","27","3.75"
"Newk's Eatery","Franklin","101","27","3.62"
"Old Southeast Market","Saint Petersburg","115","27","4.78"
"One Trick Pony","Fishers","52","27","3.94"
"Osaka","Collingswood","117","27","4.04"
"Outback Steakhouse","Conshohocken","132","27","2.86"
"Outback Steakhouse","Largo","133","27","3.08"
"P J Whelihan's - Sewell","Sewell","168","27","2.91"
"Panda Asian Fusion","Holmes","108","27","3.53"
"Panera Bread","Fishers","77","27","2.82"
"Papa Vito's Belleville","Belleville","108","27","4.19"
"Paprica Modern Mediterranean Grill","Philadelphia","159","27","4.31"
"Paramount Fine Foods","Edmonton","72","27","4.22"
"Peavine Taphouse Eats And Beats","Reno","111","27","4.06"
"Pescatore","Bala Cynwyd","168","27","4.04"
"Peter's Diner","Williamstown","157","27","2.57"
"Philly Steak & Gyro","Philadelphia","58","27","2.57"
"Pho 9","Cherry Hill","110","27","4.21"
"Pho Voorhees","Voorhees","141","27","4.32"
"Pineapple Espresso","Saint Petersburg","134","27","4.84"
"Pita's Republic","Tampa","96","27","3.61"
"Plaza Deli","Santa Barbara","196","27","4.09"
"Pollo Campero","Kenner","67","27","2.99"
"Pollofino's","Goleta","128","27","4.20"
"Pull Up Grill & BBQ","Indianapolis","84","27","4.39"
"QDOBA Mexican Eats","Nashville","92","27","2.66"
"Quarter Grocery & Deli","New Orleans","109","27","4.48"
"Quinn's Neighbourhood Pub and Eatery","Franklin","204","27","4.00"
"R Bar Treasure Island","Treasure Island","188","27","3.55"
"Ramen Sho","Meridian","208","27","3.95"
"Red Bench Pizza","Boise","136","27","4.10"
"Renzo's Carrollwood","Tampa","204","27","3.83"
"River Cree Resort and Casino","Enoch","54","27","3.20"
"Rizzutos Ristorante Chop House","New Orleans","117","27","4.41"
"Rock-n-Sake Bar & Sushi","Metairie","94","27","3.41"
"Sapporo","Gallatin","111","27","4.32"
"Seminole Subs & Gyros","Clearwater","128","27","4.00"
"Shep's Delicatessen","Nashville","136","27","3.60"
"Shintori Sushi Factory","Santa Barbara","189","27","3.72"
"Shogun Sushi","Boise","167","27","4.25"
"Side Bar and Restaurant","West Chester","135","27","3.68"
"Smashburger","St Charles","168","27","3.51"
"Sonic Drive-In","Tampa","91","27","2.34"
"Starbucks","Boise","64","27","3.33"
"Steak Escape Willow Lake","Indianapolis","97","27","4.24"
"Sucre Table","Tampa","69","27","4.74"
"Sunbake Pita Bakery","Edmonton","66","27","4.59"
"Super Burrito","Sparks","125","27","2.92"
"Sushi 88","Nashville","150","27","2.67"
"Sushi O Sushi","Nashville","114","27","3.52"
"Sweet Caroline's Bakery & Cafe","Palm Harbor","103","27","4.31"
"T&T Supermarket","Edmonton","52","27","3.79"
"Tailgate Brewery - East Nashville","Nashville","106","27","4.38"
"Takumi","Wilmington","207","27","3.56"
"Taqueria Chilangos","Kenner","93","27","3.58"
"Taquitos Mexican","St Petersburg","183","27","4.67"
"Tastee Donuts","Metairie","77","27","2.66"
"Tasty Thai","Clearwater","134","27","4.31"
"Tasty Tom's","Edmonton","70","27","3.94"
"Taylor's Pub at Greenbriar","Indianapolis","61","27","4.36"
"Taziki's Mediterranean Cafe - Cool Springs","Franklin","87","27","3.43"
"Taziki's Mediterranean Cafe - Eagle","Eagle","135","27","3.79"
"Teriyaki Corner Japanese Bistro","Edmonton","82","27","3.23"
"Terri's Cafe","Meridian","88","27","4.40"
"Thailand Restaurant","Tampa","124","27","3.77"
"The Boot Bar and Grill","New Orleans","83","27","2.67"
"The Comet Bar & Grill","Glenside","169","27","3.47"
"The Dog House and More","Ruskin","140","27","4.51"
"The Fish House","Ruskin","170","27","4.21"
"The Floribbean","St. Petersburg","147","27","4.56"
"The Grille","Reno","80","27","3.48"
"The Mad Crab","University City","158","27","3.65"
"The Mill","Kulpsville","221","27","3.97"
"The Mode Lounge","Boise","77","27","3.83"
"The Mullica Hill Amish Market","Mullica Hill","91","27","4.37"
"The Neighborhood","Tucson","80","27","3.89"
"The Original Clam Tavern","Clifton Heights","214","27","4.43"
"The Parlor","Reno","84","27","4.37"
"The Pat Connolly Tavern","Saint Louis","114","27","4.17"
"The Restaurant at JNA Institute of Culinary Arts","Philadelphia","63","27","4.03"
"The Station Coffee Shop & Bakery","New Orleans","108","27","4.57"
"The Views Restaurant","Oro Valley","74","27","4.05"
"The Well Coffeehouse","Nashville","105","27","4.16"
"Tommy G's Coal Fired Pizza","New Orleans","163","27","3.82"
"Tomo Sushi & Sashimi","Upper Darby","107","27","4.57"
"Top Slice Pizzeria","Saint Petersburg","118","27","3.86"
"Torch-Wood Cafe","Philadelphia","114","27","4.53"
"Tortilla Press Cantina","Merchantville","154","27","3.41"
"Tostones","Tampa","120","27","3.79"
"Turmeric Indian Cuisine","Gretna","123","27","4.50"
"Turning Point - Bryn Mawr","Bryn Mawr","154","27","3.29"
"Ugly Crab","Avon","101","27","4.10"
"Veggie Garden Restaurant","Edmonton","74","27","4.36"
"Viv's Cafe","Tucson","90","27","3.99"
"Vivante French Eatery","Carmel","53","27","3.47"
"Volcano Restaurant","Edmonton","94","27","2.85"
"Walnut Grill - Sunset Hills","St. Louis","188","27","3.09"
"Water Oak Grill","Safety Harbor","123","27","4.22"
"Wei Asian Cafe","Tucson","114","27","3.83"
"Westmont Bagel","Haddon Township","93","27","3.96"
"Wingstop","Philadelphia","162","27","2.38"
"Wong's Genghis Khan","Reno","127","27","3.12"
"Wood Street Pizza","Philadelphia","143","27","4.20"
"Woodbury Station Cafe","Woodbury","156","27","3.31"
"Xtreme Tacos - Seminole Heights","Tampa","145","27","4.78"
"Yaquis","Saint Louis","83","27","3.63"
"Yokozuna Japanese Restaurant","Edmonton","96","27","4.02"
"Zoes Kitchen","Collegeville","119","27","3.90"
"Applebee's Grill + Bar","Riverview","107","26","2.76"
"Argilla Brewing","Newark","171","26","3.53"
"Arizona Pizza Company","Tucson","136","26","3.46"
"Asian Wok","Reno","80","26","3.65"
"Avenue Restaurant","Clayton","114","26","3.64"
"Banyan Cafe And Catering","Saint Petersburg","102","26","3.85"
"Bayou Bar","New Orleans","74","26","4.07"
"BBQ Chicken","Upper Darby","100","26","4.54"
